,content,tags,question
409,The G.E. RAB2-5L probe is currently in stock and available for sale.,"frozenset({'G.E.', 'RAB2-5L', 'stock', 'probes'})",Is the G.E. RAB2-5L probe currently in stock?
410,The G.E. RAB2-5L probe is currently in stock and available for sale.,"frozenset({'G.E.', 'RAB2-5L', 'stock', 'probes'})",Are there any G.E. RAB2-5L transducers available for purchase?
411,The frequency range of the G.E. RAB2-5L probe is 2.5 - 5.0 MHz.,"frozenset({'G.E.', 'frequency', 'RAB2-5L', 'probes'})",What is the frequency range of the G.E. RAB2-5L probe?
412,The frequency range of the G.E. RAB2-5L probe is 2.5 - 5.0 MHz.,"frozenset({'G.E.', 'frequency', 'RAB2-5L', 'probes'})",Is the frequency range of the G.E. RAB2-5L probe greater than 5.0 MHz?
413,The frequency range of the G.E. RAB2-5L probe is 2.5 - 5.0 MHz.,"frozenset({'G.E.', 'frequency', 'RAB2-5L', 'probes'})",What is the minimum frequency value in the range of the G.E. RAB2-5L probe?
414,The manufacturer of the RIC5-9D probe is G.E..,"frozenset({'G.E.', 'manufacturer', 'RIC5-9D', 'probes'})",Who is the manufacturer of the RIC5-9D probe?
415,The manufacturer of the RIC5-9D probe is G.E..,"frozenset({'G.E.', 'manufacturer', 'RIC5-9D', 'probes'})",What systems are compatible with the G.E. RIC5-9D probe?
416,The manufacturer of the RIC5-9D probe is G.E..,"frozenset({'G.E.', 'manufacturer', 'RIC5-9D', 'probes'})",Is the G.E. RIC5-9D transducer compatible with the LOGIQ S7 system?
417,"The G.E. RIC5-9D probe is compatible with the following systems: Voluson E6, Voluson E8, Voluson E10, LOGIQ S7, LOGIQ S8, Vivid E95, LOGIQ E9, LOGIQ E10.","frozenset({'G.E.', 'probes', 'compatibility', 'Voluson E6, Voluson E8, Voluson E10, LOGIQ S7, LOGIQ S8, Vivid E95, LOGIQ E9, LOGIQ E10', 'RIC5-9D'})",What systems is the G.E. RIC5-9D probe compatible with?
418,"The G.E. RIC5-9D probe is compatible with the following systems: Voluson E6, Voluson E8, Voluson E10, LOGIQ S7, LOGIQ S8, Vivid E95, LOGIQ E9, LOGIQ E10.","frozenset({'G.E.', 'probes', 'compatibility', 'Voluson E6, Voluson E8, Voluson E10, LOGIQ S7, LOGIQ S8, Vivid E95, LOGIQ E9, LOGIQ E10', 'RIC5-9D'})",Does the G.E. RIC5-9D probe work with the Voluson E6 system?
419,"The G.E. RIC5-9D probe is compatible with the following systems: Voluson E6, Voluson E8, Voluson E10, LOGIQ S7, LOGIQ S8, Vivid E95, LOGIQ E9, LOGIQ E10.","frozenset({'G.E.', 'probes', 'compatibility', 'Voluson E6, Voluson E8, Voluson E10, LOGIQ S7, LOGIQ S8, Vivid E95, LOGIQ E9, LOGIQ E10', 'RIC5-9D'})",Is the G.E. RIC5-9D transducer compatible with the LOGIQ S7 system?
420,The G.E. RIC5-9D is a micro convex array type probe.,"frozenset({'G.E.', 'array type', 'RIC5-9D', 'probes'})",What kind of array type is the G.E. RIC5-9D probe?
421,The G.E. RIC5-9D is a micro convex array type probe.,"frozenset({'G.E.', 'array type', 'RIC5-9D', 'probes'})",Is the G.E. RIC5-9D transducer suitable for use with the Voluson E6 system?
422,The G.E. RIC5-9D is a micro convex array type probe.,"frozenset({'G.E.', 'array type', 'RIC5-9D', 'probes'})",Can the G.E. RIC5-9D probe be classified as a micro convex array type probe?
423,"The G.E. RIC5-9D probe is suitable for the following applications: urological, intercavity, gynecologic, obstetric.","frozenset({'G.E.', 'probes', 'urological, intercavity, gynecologic, obstetric', 'applications', 'RIC5-9D'})",What applications is the G.E. RIC5-9D probe suitable for?
424,"The G.E. RIC5-9D probe is suitable for the following applications: urological, intercavity, gynecologic, obstetric.","frozenset({'G.E.', 'probes', 'urological, intercavity, gynecologic, obstetric', 'applications', 'RIC5-9D'})",Is the G.E. RIC5-9D probe used in urological procedures?
425,"The G.E. RIC5-9D probe is suitable for the following applications: urological, intercavity, gynecologic, obstetric.","frozenset({'G.E.', 'probes', 'urological, intercavity, gynecologic, obstetric', 'applications', 'RIC5-9D'})",Can the G.E. RIC5-9D probe be used for obstetric examinations?
426,The G.E. RIC5-9D probe is currently in stock and available for sale.,"frozenset({'G.E.', 'RIC5-9D', 'stock', 'probes'})",Is the G.E. RIC5-9D probe currently available for sale?
427,The G.E. RIC5-9D probe is currently in stock and available for sale.,"frozenset({'G.E.', 'RIC5-9D', 'stock', 'probes'})",Can you purchase a G.E. RIC5-9D transducer?
428,The G.E. RIC5-9D probe is currently in stock and available for sale.,"frozenset({'G.E.', 'RIC5-9D', 'stock', 'probes'})",Do you have any G.E. RIC5-9D probes in stock?
429,The frequency range of the G.E. RIC5-9D probe is 5.0 - 9.0 MHz.,"frozenset({'G.E.', 'frequency', 'RIC5-9D', 'probes'})",What is the frequency range of the G.E. RIC5-9D probe?
430,The frequency range of the G.E. RIC5-9D probe is 5.0 - 9.0 MHz.,"frozenset({'G.E.', 'frequency', 'RIC5-9D', 'probes'})",Is the frequency range of the G.E. RIC5-9D probe within the 5.0 - 10.0 MHz range?
431,The frequency range of the G.E. RIC5-9D probe is 5.0 - 9.0 MHz.,"frozenset({'G.E.', 'frequency', 'RIC5-9D', 'probes'})",Can the G.E. RIC5-9D probe be used for frequencies below 5.0 MHz?
432,The manufacturer of the C5-1 probe is Philips.,"frozenset({'manufacturer', 'Philips', 'C5-1', 'probes'})",Who is the manufacturer of the C5-1 probe?
433,The manufacturer of the C5-1 probe is Philips.,"frozenset({'manufacturer', 'Philips', 'C5-1', 'probes'})",Is the Philips C5-1 probe made by its own company?
434,The manufacturer of the C5-1 probe is Philips.,"frozenset({'manufacturer', 'Philips', 'C5-1', 'probes'})",What is the manufacturer of the C5-1 transducer?
435,The Philips C5-1 probe has a variant with a cartridge connection.,"frozenset({'C5-1', 'connection', 'Philips', 'probes'})",Does the Philips C5-1 probe have a cartridge connection?
436,The Philips C5-1 probe has a variant with a cartridge connection.,"frozenset({'C5-1', 'connection', 'Philips', 'probes'})",What kind of connector does the Philips C5-1 transducer use?
437,The Philips C5-1 probe has a variant with a cartridge connection.,"frozenset({'C5-1', 'connection', 'Philips', 'probes'})",Is there a variant of the Philips C5-1 probe with a cartridge connection?
438,"The Philips C5-1 probe is compatible with the following systems: EPIQ 5, EPIQ 7, CX50, Affiniti 70.","frozenset({'probes', 'C5-1', 'compatibility', 'Philips', 'EPIQ 5, EPIQ 7, CX50, Affiniti 70'})",What systems are compatible with the Philips C5-1 probe?
439,"The Philips C5-1 probe is compatible with the following systems: EPIQ 5, EPIQ 7, CX50, Affiniti 70.","frozenset({'probes', 'C5-1', 'compatibility', 'Philips', 'EPIQ 5, EPIQ 7, CX50, Affiniti 70'})",Does the Philips C5-1 transducer work with the CX50 system?
440,"The Philips C5-1 probe is compatible with the following systems: EPIQ 5, EPIQ 7, CX50, Affiniti 70.","frozenset({'probes', 'C5-1', 'compatibility', 'Philips', 'EPIQ 5, EPIQ 7, CX50, Affiniti 70'})",Is the Philips C5-1 probe compatible with the EPIQ 7 system?
441,The Philips C5-1 is a convex array type probe.,"frozenset({'array type', 'C5-1', 'Philips', 'probes'})",What array type is the Philips C5-1?
442,The Philips C5-1 is a convex array type probe.,"frozenset({'array type', 'C5-1', 'Philips', 'probes'})",Is the Philips C5-1 a convex array probe?
443,The Philips C5-1 is a convex array type probe.,"frozenset({'array type', 'C5-1', 'Philips', 'probes'})",What kind of transducer is the Philips C5-1?
444,"The Philips C5-1 probe is suitable for the following applications: general, abdominal, obstetric, gynecologic.","frozenset({'general, abdominal, obstetric, gynecologic', 'probes', 'C5-1', 'applications', 'Philips'})",What types of applications is the Philips C5-1 probe suitable for?
445,"The Philips C5-1 probe is suitable for the following applications: general, abdominal, obstetric, gynecologic.","frozenset({'general, abdominal, obstetric, gynecologic', 'probes', 'C5-1', 'applications', 'Philips'})",Can the Philips C5-1 probe be used for obstetric applications?
446,"The Philips C5-1 probe is suitable for the following applications: general, abdominal, obstetric, gynecologic.","frozenset({'general, abdominal, obstetric, gynecologic', 'probes', 'C5-1', 'applications', 'Philips'})",Is the Philips C5-1 probe recommended for gynecologic use?
447,The Philips C5-1 probe is currently in stock and available for sale.,"frozenset({'stock', 'C5-1', 'Philips', 'probes'})",Is the Philips C5-1 probe currently available for sale?
448,The Philips C5-1 probe is currently in stock and available for sale.,"frozenset({'stock', 'C5-1', 'Philips', 'probes'})",Can you buy the Philips C5-1 probe from a supplier or vendor?
449,The Philips C5-1 probe is currently in stock and available for sale.,"frozenset({'stock', 'C5-1', 'Philips', 'probes'})",Are there any Philips C5-1 probes in stock?
450,The frequency range of the Philips C5-1 probe is 1.0 - 5.0 MHz.,"frozenset({'C5-1', 'frequency', 'Philips', 'probes'})",What is the frequency range of the Philips C5-1 probe?
451,The frequency range of the Philips C5-1 probe is 1.0 - 5.0 MHz.,"frozenset({'C5-1', 'frequency', 'Philips', 'probes'})",Is the frequency range of the Philips C5-1 transducer within 1.0 - 5.0 MHz?
452,The frequency range of the Philips C5-1 probe is 1.0 - 5.0 MHz.,"frozenset({'C5-1', 'frequency', 'Philips', 'probes'})",What is the minimum frequency range of the Philips C5-1 probe?
453,The manufacturer of the C5-1 probe is Philips.,"frozenset({'manufacturer', 'Philips', 'C5-1', 'probes'})",Who is the manufacturer of the C5-1 probe?
454,The manufacturer of the C5-1 probe is Philips.,"frozenset({'manufacturer', 'Philips', 'C5-1', 'probes'})",Is the Philips C5-1 probe a product from this company?
455,The manufacturer of the C5-1 probe is Philips.,"frozenset({'manufacturer', 'Philips', 'C5-1', 'probes'})",Who makes the C5-1 transducer?
456,"The Philips C5-1 probe is compatible with the following systems: iU22, iE33.","frozenset({'iU22, iE33', 'probes', 'C5-1', 'compatibility', 'Philips'})",What systems is the Philips C5-1 probe compatible with?
457,"The Philips C5-1 probe is compatible with the following systems: iU22, iE33.","frozenset({'iU22, iE33', 'probes', 'C5-1', 'compatibility', 'Philips'})",Does the Philips C5-1 probe work with the iU22 system?
458,"The Philips C5-1 probe is compatible with the following systems: iU22, iE33.","frozenset({'iU22, iE33', 'probes', 'C5-1', 'compatibility', 'Philips'})",Is the Philips C5-1 probe transducer compatible with the iE33 system?
459,The Philips C5-1 is a convex array type probe.,"frozenset({'array type', 'C5-1', 'Philips', 'probes'})",What array type is the Philips C5-1?
460,The Philips C5-1 is a convex array type probe.,"frozenset({'array type', 'C5-1', 'Philips', 'probes'})",Is the Philips C5-1 probe a convex array transducer?
461,The Philips C5-1 is a convex array type probe.,"frozenset({'array type', 'C5-1', 'Philips', 'probes'})",What kind of transducer is the Philips C5-1?
462,"The Philips C5-1 probe is suitable for the following applications: general, abdominal, obstetric, gynecologic.","frozenset({'general, abdominal, obstetric, gynecologic', 'probes', 'C5-1', 'applications', 'Philips'})",What are the suitable applications of the Philips C5-1 probe?
463,"The Philips C5-1 probe is suitable for the following applications: general, abdominal, obstetric, gynecologic.","frozenset({'general, abdominal, obstetric, gynecologic', 'probes', 'C5-1', 'applications', 'Philips'})",Is the Philips C5-1 probe used in obstetric and gynecologic applications?
464,"The Philips C5-1 probe is suitable for the following applications: general, abdominal, obstetric, gynecologic.","frozenset({'general, abdominal, obstetric, gynecologic', 'probes', 'C5-1', 'applications', 'Philips'})","Can the Philips C5-1 probe be used for general, abdominal, or obstetric purposes?"
465,The Philips C5-1 probe is currently in stock and available for sale.,"frozenset({'stock', 'C5-1', 'Philips', 'probes'})",Are the Philips C5-1 probes available for purchase?
466,The Philips C5-1 probe is currently in stock and available for sale.,"frozenset({'stock', 'C5-1', 'Philips', 'probes'})",Is the Philips C5-1 probe currently in stock?
467,The Philips C5-1 probe is currently in stock and available for sale.,"frozenset({'stock', 'C5-1', 'Philips', 'probes'})",Can you buy a Philips C5-1 probe?
468,The frequency range of the Philips C5-1 probe is 1.0 - 5.0 MHz.,"frozenset({'C5-1', 'frequency', 'Philips', 'probes'})",What is the frequency range of the Philips C5-1 probe?
469,The frequency range of the Philips C5-1 probe is 1.0 - 5.0 MHz.,"frozenset({'C5-1', 'frequency', 'Philips', 'probes'})",Is the frequency range of the Philips C5-1 transducer between 1.0 and 5.0 MHz?
470,The frequency range of the Philips C5-1 probe is 1.0 - 5.0 MHz.,"frozenset({'C5-1', 'frequency', 'Philips', 'probes'})",What is the minimum frequency range of the Philips C5-1 probe?
471,The manufacturer of the C5-2 probe is Philips.,"frozenset({'manufacturer', 'C5-2', 'Philips', 'probes'})",Who is the manufacturer of the C5-2 probe?
472,The manufacturer of the C5-2 probe is Philips.,"frozenset({'manufacturer', 'C5-2', 'Philips', 'probes'})",Is the Philips C5-2 probe a product from this company?
473,The manufacturer of the C5-2 probe is Philips.,"frozenset({'manufacturer', 'C5-2', 'Philips', 'probes'})",Does the Philips brand make the C5-2 transducer?
474,"The Philips C5-2 probe is compatible with the following systems: HD11, HD11 XE.","frozenset({'C5-2', 'HD11, HD11 XE', 'probes', 'compatibility', 'Philips'})",What systems is the Philips C5-2 probe compatible with?
475,"The Philips C5-2 probe is compatible with the following systems: HD11, HD11 XE.","frozenset({'C5-2', 'HD11, HD11 XE', 'probes', 'compatibility', 'Philips'})",Is the Philips C5-2 probe suitable for use with the HD11 system?
476,"The Philips C5-2 probe is compatible with the following systems: HD11, HD11 XE.","frozenset({'C5-2', 'HD11, HD11 XE', 'probes', 'compatibility', 'Philips'})",Does the Philips C5-2 probe work with the HD11 XE system?
477,The Philips C5-2 is a convex array type probe.,"frozenset({'array type', 'C5-2', 'Philips', 'probes'})",What array type is the Philips C5-2 probe?
478,The Philips C5-2 is a convex array type probe.,"frozenset({'array type', 'C5-2', 'Philips', 'probes'})",Is the Philips C5-2 probe a convex array probe?
479,The Philips C5-2 is a convex array type probe.,"frozenset({'array type', 'C5-2', 'Philips', 'probes'})",What type of transducer is the Philips C5-2?
480,"The Philips C5-2 probe is suitable for the following applications: abdominal, obstetric, gynecologic, general.","frozenset({'C5-2', 'abdominal, obstetric, gynecologic, general', 'probes', 'applications', 'Philips'})",What types of procedures can the Philips C5-2 probe be used for?
481,"The Philips C5-2 probe is suitable for the following applications: abdominal, obstetric, gynecologic, general.","frozenset({'C5-2', 'abdominal, obstetric, gynecologic, general', 'probes', 'applications', 'Philips'})",Is the Philips C5-2 probe suitable for obstetric applications?
482,"The Philips C5-2 probe is suitable for the following applications: abdominal, obstetric, gynecologic, general.","frozenset({'C5-2', 'abdominal, obstetric, gynecologic, general', 'probes', 'applications', 'Philips'})",Can the Philips C5-2 probe be used in gynecologic settings?
483,The Philips C5-2 probe is currently in stock and available for sale.,"frozenset({'stock', 'C5-2', 'Philips', 'probes'})",Is the Philips C5-2 probe currently available for purchase?
