content,tags,question,score
"The G.E. RIC5-9D probe is suitable for the following applications: urological, intercavity, gynecologic, obstetric.","frozenset({'G.E.', 'probes', 'urological, intercavity, gynecologic, obstetric', 'applications', 'RIC5-9D'})",What applications is the G.E. RIC5-9D probe suitable for?,1
"The G.E. RIC5-9D probe is suitable for the following applications: urological, intercavity, gynecologic, obstetric.","frozenset({'G.E.', 'probes', 'urological, intercavity, gynecologic, obstetric', 'applications', 'RIC5-9D'})",Is the G.E. RIC5-9D probe used in urological procedures?,1
"The G.E. RIC5-9D probe is suitable for the following applications: urological, intercavity, gynecologic, obstetric.","frozenset({'G.E.', 'probes', 'urological, intercavity, gynecologic, obstetric', 'applications', 'RIC5-9D'})",Can the G.E. RIC5-9D probe be used for obstetric examinations?,1
The G.E. RIC5-9D probe is currently in stock and available for sale.,"frozenset({'G.E.', 'RIC5-9D', 'stock', 'probes'})",Is the G.E. RIC5-9D probe currently available for sale?,1
The G.E. RIC5-9D probe is currently in stock and available for sale.,"frozenset({'G.E.', 'RIC5-9D', 'stock', 'probes'})",Can you purchase a G.E. RIC5-9D transducer?,1
The G.E. RIC5-9D probe is currently in stock and available for sale.,"frozenset({'G.E.', 'RIC5-9D', 'stock', 'probes'})",Do you have any G.E. RIC5-9D probes in stock?,1
The frequency range of the G.E. RIC5-9D probe is 5.0 - 9.0 MHz.,"frozenset({'G.E.', 'frequency', 'RIC5-9D', 'probes'})",What is the frequency range of the G.E. RIC5-9D probe?,1
The frequency range of the G.E. RIC5-9D probe is 5.0 - 9.0 MHz.,"frozenset({'G.E.', 'frequency', 'RIC5-9D', 'probes'})",Is the frequency range of the G.E. RIC5-9D probe within the 5.0 - 10.0 MHz range?,1
The frequency range of the G.E. RIC5-9D probe is 5.0 - 9.0 MHz.,"frozenset({'G.E.', 'frequency', 'RIC5-9D', 'probes'})",Can the G.E. RIC5-9D probe be used for frequencies below 5.0 MHz?,0
The manufacturer of the C5-1 probe is Philips.,"frozenset({'manufacturer', 'Philips', 'C5-1', 'probes'})",Who is the manufacturer of the C5-1 probe?,1
The manufacturer of the C5-1 probe is Philips.,"frozenset({'manufacturer', 'Philips', 'C5-1', 'probes'})",Is the Philips C5-1 probe made by its own company?,1
The manufacturer of the C5-1 probe is Philips.,"frozenset({'manufacturer', 'Philips', 'C5-1', 'probes'})",What is the manufacturer of the C5-1 transducer?,1
The Philips C5-1 probe has a variant with a cartridge connection.,"frozenset({'C5-1', 'connection', 'Philips', 'probes'})",Does the Philips C5-1 probe have a cartridge connection?,1
The Philips C5-1 probe has a variant with a cartridge connection.,"frozenset({'C5-1', 'connection', 'Philips', 'probes'})",What kind of connector does the Philips C5-1 transducer use?,1
The Philips C5-1 probe has a variant with a cartridge connection.,"frozenset({'C5-1', 'connection', 'Philips', 'probes'})",Is there a variant of the Philips C5-1 probe with a cartridge connection?,1
"The Philips C5-1 probe is compatible with the following systems: EPIQ 5, EPIQ 7, CX50, Affiniti 70.","frozenset({'probes', 'C5-1', 'compatibility', 'Philips', 'EPIQ 5, EPIQ 7, CX50, Affiniti 70'})",What systems are compatible with the Philips C5-1 probe?,1
"The Philips C5-1 probe is compatible with the following systems: EPIQ 5, EPIQ 7, CX50, Affiniti 70.","frozenset({'probes', 'C5-1', 'compatibility', 'Philips', 'EPIQ 5, EPIQ 7, CX50, Affiniti 70'})",Does the Philips C5-1 transducer work with the CX50 system?,1
"The Philips C5-1 probe is compatible with the following systems: EPIQ 5, EPIQ 7, CX50, Affiniti 70.","frozenset({'probes', 'C5-1', 'compatibility', 'Philips', 'EPIQ 5, EPIQ 7, CX50, Affiniti 70'})",Is the Philips C5-1 probe compatible with the EPIQ 7 system?,1
The Philips C5-1 is a convex array type probe.,"frozenset({'array type', 'C5-1', 'Philips', 'probes'})",What array type is the Philips C5-1?,1
The Philips C5-1 is a convex array type probe.,"frozenset({'array type', 'C5-1', 'Philips', 'probes'})",Is the Philips C5-1 a convex array probe?,1
The Philips C5-1 is a convex array type probe.,"frozenset({'array type', 'C5-1', 'Philips', 'probes'})",What kind of transducer is the Philips C5-1?,1
"The Philips C5-1 probe is suitable for the following applications: general, abdominal, obstetric, gynecologic.","frozenset({'general, abdominal, obstetric, gynecologic', 'probes', 'C5-1', 'applications', 'Philips'})",What types of applications is the Philips C5-1 probe suitable for?,1
"The Philips C5-1 probe is suitable for the following applications: general, abdominal, obstetric, gynecologic.","frozenset({'general, abdominal, obstetric, gynecologic', 'probes', 'C5-1', 'applications', 'Philips'})",Can the Philips C5-1 probe be used for obstetric applications?,1
"The Philips C5-1 probe is suitable for the following applications: general, abdominal, obstetric, gynecologic.","frozenset({'general, abdominal, obstetric, gynecologic', 'probes', 'C5-1', 'applications', 'Philips'})",Is the Philips C5-1 probe recommended for gynecologic use?,1
The Philips C5-1 probe is currently in stock and available for sale.,"frozenset({'stock', 'C5-1', 'Philips', 'probes'})",Is the Philips C5-1 probe currently available for sale?,1
The Philips C5-1 probe is currently in stock and available for sale.,"frozenset({'stock', 'C5-1', 'Philips', 'probes'})",Can you buy the Philips C5-1 probe from a supplier or vendor?,1
The Philips C5-1 probe is currently in stock and available for sale.,"frozenset({'stock', 'C5-1', 'Philips', 'probes'})",Are there any Philips C5-1 probes in stock?,1
The frequency range of the Philips C5-1 probe is 1.0 - 5.0 MHz.,"frozenset({'C5-1', 'frequency', 'Philips', 'probes'})",What is the frequency range of the Philips C5-1 probe?,1
The frequency range of the Philips C5-1 probe is 1.0 - 5.0 MHz.,"frozenset({'C5-1', 'frequency', 'Philips', 'probes'})",Is the frequency range of the Philips C5-1 transducer within 1.0 - 5.0 MHz?,1
The frequency range of the Philips C5-1 probe is 1.0 - 5.0 MHz.,"frozenset({'C5-1', 'frequency', 'Philips', 'probes'})",What is the minimum frequency range of the Philips C5-1 probe?,1
The manufacturer of the C5-1 probe is Philips.,"frozenset({'manufacturer', 'Philips', 'C5-1', 'probes'})",Who is the manufacturer of the C5-1 probe?,1
The manufacturer of the C5-1 probe is Philips.,"frozenset({'manufacturer', 'Philips', 'C5-1', 'probes'})",Is the Philips C5-1 probe a product from this company?,1
The manufacturer of the C5-1 probe is Philips.,"frozenset({'manufacturer', 'Philips', 'C5-1', 'probes'})",Who makes the C5-1 transducer?,1
"The Philips C5-1 probe is compatible with the following systems: iU22, iE33.","frozenset({'iU22, iE33', 'probes', 'C5-1', 'compatibility', 'Philips'})",What systems is the Philips C5-1 probe compatible with?,1
"The Philips C5-1 probe is compatible with the following systems: iU22, iE33.","frozenset({'iU22, iE33', 'probes', 'C5-1', 'compatibility', 'Philips'})",Does the Philips C5-1 probe work with the iU22 system?,1
"The Philips C5-1 probe is compatible with the following systems: iU22, iE33.","frozenset({'iU22, iE33', 'probes', 'C5-1', 'compatibility', 'Philips'})",Is the Philips C5-1 probe transducer compatible with the iE33 system?,1
The Philips C5-1 is a convex array type probe.,"frozenset({'array type', 'C5-1', 'Philips', 'probes'})",What array type is the Philips C5-1?,1
The Philips C5-1 is a convex array type probe.,"frozenset({'array type', 'C5-1', 'Philips', 'probes'})",Is the Philips C5-1 probe a convex array transducer?,1
The Philips C5-1 is a convex array type probe.,"frozenset({'array type', 'C5-1', 'Philips', 'probes'})",What kind of transducer is the Philips C5-1?,1
"The Philips C5-1 probe is suitable for the following applications: general, abdominal, obstetric, gynecologic.","frozenset({'general, abdominal, obstetric, gynecologic', 'probes', 'C5-1', 'applications', 'Philips'})",What are the suitable applications of the Philips C5-1 probe?,1
"The Philips C5-1 probe is suitable for the following applications: general, abdominal, obstetric, gynecologic.","frozenset({'general, abdominal, obstetric, gynecologic', 'probes', 'C5-1', 'applications', 'Philips'})",Is the Philips C5-1 probe used in obstetric and gynecologic applications?,1
"The Philips C5-1 probe is suitable for the following applications: general, abdominal, obstetric, gynecologic.","frozenset({'general, abdominal, obstetric, gynecologic', 'probes', 'C5-1', 'applications', 'Philips'})","Can the Philips C5-1 probe be used for general, abdominal, or obstetric purposes?",1
The Philips C5-1 probe is currently in stock and available for sale.,"frozenset({'stock', 'C5-1', 'Philips', 'probes'})",Are the Philips C5-1 probes available for purchase?,1
The Philips C5-1 probe is currently in stock and available for sale.,"frozenset({'stock', 'C5-1', 'Philips', 'probes'})",Is the Philips C5-1 probe currently in stock?,1
The Philips C5-1 probe is currently in stock and available for sale.,"frozenset({'stock', 'C5-1', 'Philips', 'probes'})",Can you buy a Philips C5-1 probe?,1
The frequency range of the Philips C5-1 probe is 1.0 - 5.0 MHz.,"frozenset({'C5-1', 'frequency', 'Philips', 'probes'})",What is the frequency range of the Philips C5-1 probe?,1
The frequency range of the Philips C5-1 probe is 1.0 - 5.0 MHz.,"frozenset({'C5-1', 'frequency', 'Philips', 'probes'})",Is the frequency range of the Philips C5-1 transducer between 1.0 and 5.0 MHz?,1
The frequency range of the Philips C5-1 probe is 1.0 - 5.0 MHz.,"frozenset({'C5-1', 'frequency', 'Philips', 'probes'})",What is the minimum frequency range of the Philips C5-1 probe?,1
The manufacturer of the C5-2 probe is Philips.,"frozenset({'manufacturer', 'C5-2', 'Philips', 'probes'})",Who is the manufacturer of the C5-2 probe?,1
The manufacturer of the C5-2 probe is Philips.,"frozenset({'manufacturer', 'C5-2', 'Philips', 'probes'})",Is the Philips C5-2 probe a product from this company?,1
The manufacturer of the C5-2 probe is Philips.,"frozenset({'manufacturer', 'C5-2', 'Philips', 'probes'})",Does the Philips brand make the C5-2 transducer?,1
"The Philips C5-2 probe is compatible with the following systems: HD11, HD11 XE.","frozenset({'C5-2', 'HD11, HD11 XE', 'probes', 'compatibility', 'Philips'})",What systems is the Philips C5-2 probe compatible with?,1
"The Philips C5-2 probe is compatible with the following systems: HD11, HD11 XE.","frozenset({'C5-2', 'HD11, HD11 XE', 'probes', 'compatibility', 'Philips'})",Is the Philips C5-2 probe suitable for use with the HD11 system?,1
"The Philips C5-2 probe is compatible with the following systems: HD11, HD11 XE.","frozenset({'C5-2', 'HD11, HD11 XE', 'probes', 'compatibility', 'Philips'})",Does the Philips C5-2 probe work with the HD11 XE system?,1
The Philips C5-2 is a convex array type probe.,"frozenset({'array type', 'C5-2', 'Philips', 'probes'})",What array type is the Philips C5-2 probe?,1
The Philips C5-2 is a convex array type probe.,"frozenset({'array type', 'C5-2', 'Philips', 'probes'})",Is the Philips C5-2 probe a convex array probe?,1
The Philips C5-2 is a convex array type probe.,"frozenset({'array type', 'C5-2', 'Philips', 'probes'})",What type of transducer is the Philips C5-2?,1
"The Philips C5-2 probe is suitable for the following applications: abdominal, obstetric, gynecologic, general.","frozenset({'C5-2', 'abdominal, obstetric, gynecologic, general', 'probes', 'applications', 'Philips'})",What types of procedures can the Philips C5-2 probe be used for?,1
"The Philips C5-2 probe is suitable for the following applications: abdominal, obstetric, gynecologic, general.","frozenset({'C5-2', 'abdominal, obstetric, gynecologic, general', 'probes', 'applications', 'Philips'})",Is the Philips C5-2 probe suitable for obstetric applications?,1
"The Philips C5-2 probe is suitable for the following applications: abdominal, obstetric, gynecologic, general.","frozenset({'C5-2', 'abdominal, obstetric, gynecologic, general', 'probes', 'applications', 'Philips'})",Can the Philips C5-2 probe be used in gynecologic settings?,1
The Philips C5-2 probe is currently in stock and available for sale.,"frozenset({'stock', 'C5-2', 'Philips', 'probes'})",Is the Philips C5-2 probe currently available for purchase?,1
The Philips C5-2 probe is currently in stock and available for sale.,"frozenset({'stock', 'C5-2', 'Philips', 'probes'})",Do you have any Philips C5-2 probes in stock?,1
The Philips C5-2 probe is currently in stock and available for sale.,"frozenset({'stock', 'C5-2', 'Philips', 'probes'})",Can you buy the Philips C5-2 probe?,1
The frequency range of the Philips C5-2 probe is 2.0 - 5.0 MHz.,"frozenset({'C5-2', 'frequency', 'Philips', 'probes'})",What is the frequency range of the Philips C5-2 probe?,1
The frequency range of the Philips C5-2 probe is 2.0 - 5.0 MHz.,"frozenset({'C5-2', 'frequency', 'Philips', 'probes'})",Within what frequency range does the Philips C5-2 transducer operate?,1
The frequency range of the Philips C5-2 probe is 2.0 - 5.0 MHz.,"frozenset({'C5-2', 'frequency', 'Philips', 'probes'})",Is the Philips C5-2 probe's frequency range between 2.0 and 5.0 MHz?,1
The manufacturer of the C8-4v probe is Philips.,"frozenset({'manufacturer', 'Philips', 'C8-4v', 'probes'})",Who manufactures the C8-4v probe?,1
The manufacturer of the C8-4v probe is Philips.,"frozenset({'manufacturer', 'Philips', 'C8-4v', 'probes'})",What type of array does the Philips C8-4v probe have?,0
The manufacturer of the C8-4v probe is Philips.,"frozenset({'manufacturer', 'Philips', 'C8-4v', 'probes'})",Is the Philips C8-4v probe manufactured by Philips?,1
"The Philips C8-4v probe is compatible with the following systems: HD11, HD11 XE, HD15.","frozenset({'C8-4v', 'probes', 'compatibility', 'HD11, HD11 XE, HD15', 'Philips'})",What systems is the Philips C8-4v probe compatible with?,1
"The Philips C8-4v probe is compatible with the following systems: HD11, HD11 XE, HD15.","frozenset({'C8-4v', 'probes', 'compatibility', 'HD11, HD11 XE, HD15', 'Philips'})",Is the Philips C8-4v probe suitable for use on the HD11 system?,1
"The Philips C8-4v probe is compatible with the following systems: HD11, HD11 XE, HD15.","frozenset({'C8-4v', 'probes', 'compatibility', 'HD11, HD11 XE, HD15', 'Philips'})",Can the Philips C8-4v probe be used with the HD15 ultrasound system?,1
The Philips C8-4v is a endocavitary array type probe.,"frozenset({'array type', 'Philips', 'C8-4v', 'probes'})",What type of array is the Philips C8-4v?,1
The Philips C8-4v is a endocavitary array type probe.,"frozenset({'array type', 'Philips', 'C8-4v', 'probes'})",Is the Philips C8-4v used for internal examinations?,1
The Philips C8-4v is a endocavitary array type probe.,"frozenset({'array type', 'Philips', 'C8-4v', 'probes'})",What kind of probe is the Philips C8-4v?,1
"The Philips C8-4v probe is suitable for the following applications: transvaginal, transrectal, gynecologic, obstetric, prostate.","frozenset({'transvaginal, transrectal, gynecologic, obstetric, prostate', 'C8-4v', 'probes', 'applications', 'Philips'})",What applications is the Philips C8-4v probe suitable for?,1
"The Philips C8-4v probe is suitable for the following applications: transvaginal, transrectal, gynecologic, obstetric, prostate.","frozenset({'transvaginal, transrectal, gynecologic, obstetric, prostate', 'C8-4v', 'probes', 'applications', 'Philips'})",Can the Philips C8-4v probe be used for transvaginal examinations?,1
"The Philips C8-4v probe is suitable for the following applications: transvaginal, transrectal, gynecologic, obstetric, prostate.","frozenset({'transvaginal, transrectal, gynecologic, obstetric, prostate', 'C8-4v', 'probes', 'applications', 'Philips'})",Is the Philips C8-4v probe used in gynecologic and obstetric procedures?,1
The Philips C8-4v probe is currently in stock and available for sale.,"frozenset({'stock', 'Philips', 'C8-4v', 'probes'})",Is the Philips C8-4v probe currently in stock?,1
The Philips C8-4v probe is currently in stock and available for sale.,"frozenset({'stock', 'Philips', 'C8-4v', 'probes'})",What type of array does the Philips C8-4v probe have?,0
The Philips C8-4v probe is currently in stock and available for sale.,"frozenset({'stock', 'Philips', 'C8-4v', 'probes'})",Do you have any Philips C8-4v probes available for sale?,1
